Name,Artist,Album,Track Number
"Level Out - Remastered","Solar Fields","GREEN","1"
"Life - Remastered","Solar Fields","BLUE","1"
"Jeezlh - Remastered","Solar Fields","RED","1"
"Good Times - Remastered","Solar Fields","BLUE","2"
"Magic eye (Remix) - Remastered","Solar Fields","GREEN","2"
"Velvet Reptile - Remastered","Solar Fields","RED","2"
"Air Song (Remix) - Remastered","Solar Fields","BLUE","3"
"Confusion Illusion - Remastered","Solar Fields","RED","3"
"Sol (Remix) - Remastered","Solar Fields","GREEN","3"
"Passage - Remastered","Solar Fields","BLUE","4"
"Union Light - Remastered","Solar Fields","RED","4"
"Spiritual Ocean - Remastered","Solar Fields","GREEN","4"
"Water Silence - Remastered","Solar Fields","BLUE","5"
"Levitate - Remastered","Solar Fields","GREEN","5"
"Combinations (On/Off Edit) - Remastered","Solar Fields","RED","5"
"Blue Moon Station - Remastered","Solar Fields","BLUE","6"
"Fiat Lux - Remastered","Solar Fields","RED","6"
"Insum (Remix) - Remastered","Solar Fields","GREEN","6"
"Small Little Green Cubes - Remastered","Solar Fields","BLUE","7"
"Electric-Fluid (Early mix) - Remastered","Solar Fields","RED","7"
"H.U.V.A Network - Rain Geometry (Solar Fields rmx) - Remastered","Solar Fields","GREEN","7"
"Something Crystal - Remastered","Solar Fields","BLUE","8"
"Times Are Good (Sometimes remix) - Remastered","Solar Fields","RED","8"
"Respiratory Rate - Remastered","Solar Fields","GREEN","8"
"Compressed Universe (Edit) - Remastered","Solar Fields","RED","9"
"Filteria - Cloud-Kindom (Solar Fields Remix) Remastered","Solar Fields","BLUE","9"
"The sight is white - Remastered","Solar Fields","GREEN","9"
"OnFlow (Edit) - Remastered","Solar Fields","RED","10"
"In Motion (Good Morning Edit) Remastered","Solar Fields","BLUE","10"
"Third Time (T Version) - Remastered","Solar Fields","GREEN","10"
"Fantômas : Le Faux Magistrat Part 1","James Blackshaw","Fantômas : Le Faux Magistrat","1"
"Fantômas : Le Faux Magistrat Part 2","James Blackshaw","Fantômas : Le Faux Magistrat","2"
"Fantômas : Le Faux Magistrat Part 3","James Blackshaw","Fantômas : Le Faux Magistrat","3"
"Fantômas : Le Faux Magistrat Part 4","James Blackshaw","Fantômas : Le Faux Magistrat","4"
"Fantômas : Le Faux Magistrat Part 5","James Blackshaw","Fantômas : Le Faux Magistrat","5"
"Fantômas : Le Faux Magistrat Part 6","James Blackshaw","Fantômas : Le Faux Magistrat","6"
"Fantômas : Le Faux Magistrat Part 7","James Blackshaw","Fantômas : Le Faux Magistrat","7"
"Fantômas : Le Faux Magistrat Part 8","James Blackshaw","Fantômas : Le Faux Magistrat","8"
"Fantômas : Le Faux Magistrat Part 9","James Blackshaw","Fantômas : Le Faux Magistrat","9"
"Fantômas : Le Faux Magistrat Part 10","James Blackshaw","Fantômas : Le Faux Magistrat","10"
"Fantômas : Le Faux Magistrat Part 11","James Blackshaw","Fantômas : Le Faux Magistrat","11"
"Fantômas : Le Faux Magistrat Part 12","James Blackshaw","Fantômas : Le Faux Magistrat","12"
"Fantômas : Le Faux Magistrat Part 13","James Blackshaw","Fantômas : Le Faux Magistrat","13"
"Tonitro","Brontide","Artery","1"
"Bare My Bones","Brontide","Artery","2"
"Kith and Kin","Brontide","Artery","3"
"Cabin","Brontide","Artery","4"
"Knives","Brontide","Artery","5"
"Still Life","Brontide","Artery","6"
"Caramel","Brontide","Artery","7"
"Red Gold","Brontide","Artery","8"
"Janet","Minotaur Shock","Orchard","1"
"Ocean Swell","Minotaur Shock","Orchard","2"
"Through the Pupils of Goats","Minotaur Shock","Orchard","3"
"Too Big to Quit","Minotaur Shock","Orchard","4"
"Westonbirt","Minotaur Shock","Orchard","5"
"Lending Library","Minotaur Shock","Orchard","6"
"Quint","Minotaur Shock","Orchard","7"
"Saundersfoot","Minotaur Shock","Orchard","8"
"Adventure Orchard","Minotaur Shock","Orchard","9"
"Ocean Swell / Lending Library (Bass Clef Remix)","Minotaur Shock","Orchard","10"
"Something Like Avalanches","sleepmakeswaves","Something Like Avalanches","1"
"10th Circle Of Winnipeg","Venetian Snares","My Love Is A Bulldozer","1"
"Deleted Poems","Venetian Snares","My Love Is A Bulldozer","2"
"1000 Years","Venetian Snares","My Love Is A Bulldozer","3"
"Your Smiling Face","Venetian Snares","My Love Is A Bulldozer","4"
"Amazon","Venetian Snares","My Love Is A Bulldozer","5"
"My Love Is A Bulldozer","Venetian Snares","My Love Is A Bulldozer","6"
"She Runs","Venetian Snares","My Love Is A Bulldozer","7"
"8am Union Station","Venetian Snares","My Love Is A Bulldozer","8"
"Shaky Sometimes","Venetian Snares","My Love Is A Bulldozer","9"
"Too Far Across","Venetian Snares","My Love Is A Bulldozer","10"
"Dear Poet","Venetian Snares","My Love Is A Bulldozer","11"
"Your Blanket","Venetian Snares","My Love Is A Bulldozer","12"
"Nothing It Can","Helios","Moiety","1"
"Your Zenith","Helios","Moiety","2"
"In Everything Was Given","Helios","Moiety","3"
"Nature People","Helios","Moiety","4"
"Bold Advances","Helios","Moiety","5"
"Equal Ourselves","Helios","Moiety","6"
"Ours Every Day","Helios","Moiety","7"
"Ideals or Hopes","Helios","Moiety","8"
"Perfect Detonator","sleepmakeswaves","Love Of Cartography","1"
"Traced In Constellations","sleepmakeswaves","Love Of Cartography","2"
"Singularity","sleepmakeswaves","Love Of Cartography","3"
"Emergent","sleepmakeswaves","Love Of Cartography","4"
"Great Northern","sleepmakeswaves","Love Of Cartography","5"
"The Stars Are Stigmata","sleepmakeswaves","Love Of Cartography","6"
"A Little Spark","sleepmakeswaves","Love Of Cartography","7"
"How We Built The Ocean","sleepmakeswaves","Love Of Cartography","8"
"Something Like Avalanches","sleepmakeswaves","Love Of Cartography","9"
"Your Time Will Come Again","sleepmakeswaves","Love Of Cartography","10"
"Forest Fires","Fred V & Grafix","Forest Fires","1"
"Forest Fires (Etherwood Remix)","Fred V & Grafix","Forest Fires","2"
"Forest Fires (Taiki Nulight Remix)","Fred V & Grafix","Forest Fires","3"
"Forest Fires (Massappeals Remix)","Fred V & Grafix","Forest Fires","4"
"Forest Fires (Loire Remix)","Fred V & Grafix","Forest Fires","5"
"You Will Return","Quantic","You Will Return","1"
"You Will Return","Quantic","You Will Return","2"
"Grasshoppers from Mars","Plank!","Hivemind","1"
"Aphidelity","Plank!","Hivemind","2"
"Dark Web","Plank!","Hivemind","3"
"Swarm Behaviour","Plank!","Hivemind","4"
"Metamorphosis","Plank!","Hivemind","5"
"Moth Lover","Plank!","Hivemind","6"
"Drone","Plank!","Hivemind","7"
"Waterboatman","Plank!","Hivemind","8"
"Cricket","Plank!","Hivemind","9"
"Khepri","Plank!","Hivemind","10"
"Universe","Ocoeur","A Parallel Life","1"
"L'horloge","Ocoeur","A Parallel Life","2"
"First Highway","Ocoeur","A Parallel Life","3"
"Kofski","Ocoeur","A Parallel Life","4"
"Ostz","Ocoeur","A Parallel Life","5"
"North","Ocoeur","A Parallel Life","6"
"A Parallel Life","Ocoeur","A Parallel Life","7"
"Beyond Infinite","Ocoeur","A Parallel Life","8"
"Red","Ocoeur","A Parallel Life","9"
"Oktober","Bersarin Quartett","Bersarin Quartett","1"
"Geschichten von Interesse","Bersarin Quartett","Bersarin Quartett","2"
"Inversion","Bersarin Quartett","Bersarin Quartett","3"
"St. Petersburg","Bersarin Quartett","Bersarin Quartett","4"
"Und die Welt steht still","Bersarin Quartett","Bersarin Quartett","5"
"Die Dinge sind nie so wie sie sind","Bersarin Quartett","Bersarin Quartett","6"
"Nachtblind","Bersarin Quartett","Bersarin Quartett","7"
"Es kann nicht ewig Winter sein","Bersarin Quartett","Bersarin Quartett","8"
"Endlich am Ziel","Bersarin Quartett","Bersarin Quartett","9"
"Mehr als alles andere","Bersarin Quartett","Bersarin Quartett","10"
"Capillary Action","Northcape","Glasshouse","1"
"Glasshouse","Northcape","Glasshouse","2"
"Eukaryote","Northcape","Glasshouse","3"
"Skyward","Northcape","Glasshouse","4"
"Raytracing","Northcape","Glasshouse","5"
"Green Wave","Northcape","Glasshouse","6"
"For One Night Only","King Creosote","For One Night Only","1"
"Dust","Glitterbug","Dust","1"
"Silent Glory","Glitterbug","Dust","2"
"47th Floor","Glitterbug","Dust","3"
"Apparition","Glitterbug","Dust","4"
"Far Far Light","Glitterbug","Dust","5"
"When The City Was Bare","Glitterbug","Dust","6"
"The Stars Behind The Light","Glitterbug","Dust","7"
"Intermissions","Glitterbug","Dust","8"
"1st Of July","Glitterbug","Dust","9"
"Look Around","Glitterbug","Dust","10"
"Cartouche (Escaping Animals Remix)","Little People","We Are but Hunks of Wood Remixes","1"
"Offal Waffle (Emancipator Remix)","Little People","We Are but Hunks of Wood Remixes","2"
"Offcut #1","Little People","We Are but Hunks of Wood Remixes","3"
"Electrickery (Rachael Boyd Remix)","Little People","We Are but Hunks of Wood Remixes","4"
"Offcut #2","Little People","We Are but Hunks of Wood Remixes","5"
"Wonderland (Little People Instrumental Dub)","Little People","We Are but Hunks of Wood Remixes","6"
"Farewell (Sun Glitters Remix)","Little People","We Are but Hunks of Wood Remixes","7"
"Offcut #3","Little People","We Are but Hunks of Wood Remixes","8"
"Wonderland (Blockhead Remix)","Little People","We Are but Hunks of Wood Remixes","9"
"Offcut #4","Little People","We Are but Hunks of Wood Remixes","10"
"Eminence Grise (Set in Sand Remix)","Little People","We Are but Hunks of Wood Remixes","11"
"Offcut #5","Little People","We Are but Hunks of Wood Remixes","12"
"Electrickery (Joey Fehrenbach Remix)","Little People","We Are but Hunks of Wood Remixes","13"
"Offcut #6","Little People","We Are but Hunks of Wood Remixes","14"
"Aldgate Patterns (Marley Carroll Remix)","Little People","We Are but Hunks of Wood Remixes","15"
"Carefully","Little People","We Are but Hunks of Wood Remixes","16"
"Offcut #7","Little People","We Are but Hunks of Wood Remixes","17"
"As Sure as Sunrise","Logistics","Polyphony","1"
"Triangles","Logistics","Polyphony","2"
"Forevergreen","Logistics","Polyphony","3"
"Polyphony","Logistics","Polyphony","4"
"Seasons","Logistics","Polyphony","5"
"Sparks","Logistics","Polyphony","6"
"Homeward Bound","Logistics","Polyphony","7"
"Somersaults","Logistics","Polyphony","8"
"Stutter","Logistics","Polyphony","9"
"No Hurry Time","Logistics","Polyphony","10"
"Transcending","Logistics","Polyphony","11"
"Kestral","Logistics","Polyphony","12"
"Wanderlust","Logistics","Polyphony","13"
"Do You Want What I Need (Instrumental)","Milosh","Jetlag Instrumentals","1"
"Hear In You (Instrumental)","Milosh","Jetlag Instrumentals","2"
"Skipping (Instrumental)","Milosh","Jetlag Instrumentals","3"
"Don't Call It (Instrumental)","Milosh","Jetlag Instrumentals","4"
"Jetlag (Instrumental)","Milosh","Jetlag Instrumentals","5"
"Stakes Ain't High (Instrumental)","Milosh","Jetlag Instrumentals","6"
"Hold Me (Instrumental)","Milosh","Jetlag Instrumentals","7"
"Slow Down (Instrumental)","Milosh","Jetlag Instrumentals","8"
"Water (Instrumental)","Milosh","Jetlag Instrumentals","9"
"This Time (Instrumental)","Milosh","Jetlag Instrumentals","10"
"Girls","Slow Magic","Girls","1"
"Chandelier","Sia","1000 Forms Of Fear","1"
"Big Girls Cry","Sia","1000 Forms Of Fear","2"
"Burn the Pages","Sia","1000 Forms Of Fear","3"
"Eye of the Needle","Sia","1000 Forms Of Fear","4"
"Hostage","Sia","1000 Forms Of Fear","5"
"Straight for the Knife","Sia","1000 Forms Of Fear","6"
"Fair Game","Sia","1000 Forms Of Fear","7"
"Elastic Heart","Sia","1000 Forms Of Fear","8"
"Free the Animal","Sia","1000 Forms Of Fear","9"
"Fire Meet Gasoline","Sia","1000 Forms Of Fear","10"
"Cellophane","Sia","1000 Forms Of Fear","11"
"Dressed In Black","Sia","1000 Forms Of Fear","12"
"Ten","tide/edit","Foreign Languages","1"
"Always Right, Never Left","tide/edit","Foreign Languages","2"
"Another Yes","tide/edit","Foreign Languages","3"
"Dog Years","tide/edit","Foreign Languages","4"
"Was It a Cat I Saw?","tide/edit","Foreign Languages","5"
"Odd & Even","tide/edit","Foreign Languages","6"
"Nicholas","tide/edit","Foreign Languages","7"
"I'm Angry Too","tide/edit","Foreign Languages","8"
"Technicolor","tide/edit","Foreign Languages","9"
"Haiyan","tide/edit","Foreign Languages","10"
"Was It a Rat I Saw?","tide/edit","Foreign Languages","11"
"Northernmost","tide/edit","Foreign Languages","12"
"Arterial","Lusine","Arterial","1"
"Eyes Give In","Lusine","Arterial","2"
"Quiet Day","Lusine","Arterial","3"
"Forks","Lusine","Arterial","4"
"Monuments","Talons","New Topographics","1"
"Reverie","Talons","New Topographics","2"
"Lunar Gloss","Talons","New Topographics","3"
"The Wild Places","Talons","New Topographics","4"
"Rituals","Talons","New Topographics","5"
"The Dreams Have No Dream","Talons","New Topographics","6"
"Stay Cold","Talons","New Topographics","7"
"Petrovice","Talons","New Topographics","8"
"Ten Tigers (Bengal Edit)","Bonobo","Ten Tigers","1"
"Duals","Bonobo","Ten Tigers","2"
"First Fires (Maya Jane Coles Remix)","Bonobo","Ten Tigers","3"
"Aim","Dot Hacker","How's Your Process? (Work)","1"
"First In Forever","Dot Hacker","How's Your Process? (Work)","2"
"Floating Up The Stairs","Dot Hacker","How's Your Process? (Work)","3"
"Elevator","Dot Hacker","How's Your Process? (Work)","4"
"Whatever You Want","Dot Hacker","How's Your Process? (Work)","5"
"Sermon Of Sorts","Dot Hacker","How's Your Process? (Work)","6"
"Color of My Soul","Pretty Lights","A Color Map of the Sun","1"
"Press Pause","Pretty Lights","A Color Map of the Sun","2"
"Let's Get Busy","Pretty Lights","A Color Map of the Sun","3"
"Around the Block (feat. Talib Kweli)","Pretty Lights","A Color Map of the Sun","4"
"Yellow Bird","Pretty Lights","A Color Map of the Sun","5"
"Go Down Sunshine","Pretty Lights","A Color Map of the Sun","6"
"So Bright (feat. Eligh)","Pretty Lights","A Color Map of the Sun","7"
"Vibe Vendetta","Pretty Lights","A Color Map of the Sun","8"
"Done Wrong","Pretty Lights","A Color Map of the Sun","9"
"Prophet","Pretty Lights","A Color Map of the Sun","10"
"One Day They'll Know","Pretty Lights","A Color Map of the Sun","11"
"Always All Ways","Pretty Lights","A Color Map of the Sun","12"
"My Only Hope","Pretty Lights","A Color Map of the Sun","13"
"Oasis","Pixelord","Polygon Fane","1"
"DSL Dream Corp","Pixelord","Polygon Fane","2"
"Videobar","Pixelord","Polygon Fane","3"
"Tumblr Girl","Pixelord","Polygon Fane","4"
"Polygon Fane","Pixelord","Polygon Fane","5"
"Answer","Pixelord","Polygon Fane","6"
"Answer (Seafloor Remix)","Pixelord","Polygon Fane","7"
"DSL Dream Corp (Curl Up Remix)","Pixelord","Polygon Fane","8"
"Polygon Fane (Druid Cloak Remix)","Pixelord","Polygon Fane","9"
"Videobar (Thomas White Remix)","Pixelord","Polygon Fane","10"
"16 Bar Cycles","Tokyo Prose","Presence","1"
"Won't Let Me Go","Tokyo Prose","Presence","2"
"Small Gains","Tokyo Prose","Presence","3"
"Ventura","Tokyo Prose","Presence","4"
"Kidman","Tokyo Prose","Presence","5"
"Common Ground","Tokyo Prose","Presence","6"
"Sunsets","Tokyo Prose","Presence","7"
"Fragmented You","Tokyo Prose","Presence","8"
"Covet","Tokyo Prose","Presence","9"
"Waiting On","Tokyo Prose","Presence","10"
"All Things","Tokyo Prose","Presence","11"
"See Through Love","Tokyo Prose","Presence","12"
"Dance with You","Tokyo Prose","Presence","13"
"Awake","Tycho","Awake Remix","1"
"Awake (Com Truise Remix)","Tycho","Awake Remix","2"
"Tangents","Simian Mobile Disco","Tangents","1"
"Blake's Hitch","Simian Mobile Disco","Tangents","2"
"Moon Through the Branches","Hammock","The Sleepover Series, Vol. 1","1"
"Empty Page / Blue Sky","Hammock","The Sleepover Series, Vol. 1","2"
"Dropping Off","Hammock","The Sleepover Series, Vol. 1","3"
"Just Before Breathing","Hammock","The Sleepover Series, Vol. 1","4"
"Still Point","Hammock","The Sleepover Series, Vol. 1","5"
"No Stopping the Sea","Hammock","The Sleepover Series, Vol. 1","6"
"6.02","Benge","Electro-Orgoustic Music","1"
"5.41","Benge","Electro-Orgoustic Music","2"
"5.30","Benge","Electro-Orgoustic Music","3"
"7.13","Benge","Electro-Orgoustic Music","4"
"4.49","Benge","Electro-Orgoustic Music","5"
"7.59","Benge","Electro-Orgoustic Music","6"
"5.26","Benge","Electro-Orgoustic Music","7"
"We Disappear (feat. Lulu James)","Jon Hopkins","We Disappear","1"
"Abandon Window (Moderat Remix)","Jon Hopkins","We Disappear","2"
"We Disappear (Instrumental)","Jon Hopkins","We Disappear","3"
"Hold Still","Slow Magic","Hold Still","1"
"Gradual Education","suisen","Just Below the Surface","1"
"Revolving Sky","suisen","Just Below the Surface","2"
"Decoy Fish","suisen","Just Below the Surface","3"
"Sunken Moon","suisen","Just Below the Surface","4"
"Open Aperture Metering","suisen","Just Below the Surface","5"
"Just Below the Surface","suisen","Just Below the Surface","6"
"Sonder","suisen","Just Below the Surface","7"
"Cascade","suisen","Just Below the Surface","8"
"Dream Tempest","36","Dream Tempest","1"
"Neon Sunset","36","Dream Tempest","2"
"Sun Riders","36","Dream Tempest","3"
"Airglow","36","Dream Tempest","4"
"Play","36","Dream Tempest","5"
"Tired","36","Dream Tempest","6"
"Enshrine Exit","36","Dream Tempest","7"
"Hyperbox","36","Dream Tempest","8"
"Perfect Numbers","36","Dream Tempest","9"
"Redshift","36","Dream Tempest","10"
"Always","36","Dream Tempest","11"
"Entropy","36","Dream Tempest","12"
"The Heat","Jungle","Jungle","1"
"Accelerate","Jungle","Jungle","2"
"Busy Earnin'","Jungle","Jungle","3"
"Platoon","Jungle","Jungle","4"
"Drops","Jungle","Jungle","5"
"Time","Jungle","Jungle","6"
"Smoking Pixels","Jungle","Jungle","7"
"Julia","Jungle","Jungle","8"
"Crumbler","Jungle","Jungle","9"
"Son Of A Gun","Jungle","Jungle","10"
"Lucky I Got What I Want","Jungle","Jungle","11"
"Lemonade Lake","Jungle","Jungle","12"
"Imagin","Dark Sky","Imagin","1"
"Silent Fall","Dark Sky","Imagin","2"
"Voyages","Dark Sky","Imagin","3"
"Lucid","Dark Sky","Imagin","4"
"Vivid","Dark Sky","Imagin","5"
"Nothing Changes","Dark Sky","Imagin","6"
"Odyssey","Dark Sky","Imagin","7"
"Rainkist","Dark Sky","Imagin","8"
"Manuka","Dark Sky","Imagin","9"
"Purple Clouds","Dark Sky","Imagin","10"
"Still Life","Slow Magic","How To Run Away","1"
"Girls","Slow Magic","How To Run Away","2"
"Waited 4 U","Slow Magic","How To Run Away","3"
"Hold Still","Slow Magic","How To Run Away","4"
"Youth Group","Slow Magic","How To Run Away","5"
"Let U Go","Slow Magic","How To Run Away","6"
"Manhattan","Slow Magic","How To Run Away","7"
"On Yr Side","Slow Magic","How To Run Away","8"
"Bear Dance","Slow Magic","How To Run Away","9"
"Closer","Slow Magic","How To Run Away","10"
"A Forest","Bat For Lashes","A Forest","1"
"Many Descriptions","To Rococo Rot","Instrument","1"
